name,state,district,university_name,management_type,established_year,is_engineering,website,status
Faridabad Academy of Engineering (NIRF Rank #525),Haryana,Faridabad,Haryana Technological University,State Government,1985,True,www.faridabadengg525.edu.in,approved
Sonipat Institute of Technology and Science (NIRF Rank #526),Haryana,Sonipat,Haryana Technological University,Private Aided,1986,True,www.sonipatengg526.edu.in,approved
Sonipat College of Engineering and Technology (NIRF Rank #527),Haryana,Sonipat,Haryana Technological University,Central Government,1987,True,www.sonipatengg527.edu.in,approved
Sonipat Engineering College (NIRF Rank #528),Haryana,Sonipat,Haryana Technological University,Private Un-Aided,1988,True,www.sonipatengg528.edu.in,approved
Sonipat Institute of Engineering and Technology (NIRF Rank #529),Haryana,Sonipat,Haryana Technological University,State Government,1989,True,www.sonipatengg529.edu.in,approved
Sonipat School of Engineering (NIRF Rank #530),Haryana,Sonipat,Haryana Technological University,Private Aided,1990,True,www.sonipatengg530.edu.in,approved
Sonipat Technological Institute (NIRF Rank #531),Haryana,Sonipat,Haryana Technological University,Central Government,1991,True,www.sonipatengg531.edu.in,approved
Sonipat Academy of Engineering (NIRF Rank #532),Haryana,Sonipat,Haryana Technological University,Private Un-Aided,1992,True,www.sonipatengg532.edu.in,approved
Kurukshetra Institute of Technology and Science (NIRF Rank #533),Haryana,Kurukshetra,Haryana Technological University,State Government,1993,True,www.kurukshetraengg533.edu.in,approved
Kurukshetra College of Engineering and Technology (NIRF Rank #534),Haryana,Kurukshetra,Haryana Technological University,Private Aided,1994,True,www.kurukshetraengg534.edu.in,approved
Kurukshetra Engineering College (NIRF Rank #535),Haryana,Kurukshetra,Haryana Technological University,Central Government,1995,True,www.kurukshetraengg535.edu.in,approved
Kurukshetra Institute of Engineering and Technology (NIRF Rank #536),Haryana,Kurukshetra,Haryana Technological University,Private Un-Aided,1996,True,www.kurukshetraengg536.edu.in,approved
Kurukshetra School of Engineering (NIRF Rank #537),Haryana,Kurukshetra,Haryana Technological University,State Government,1997,True,www.kurukshetraengg537.edu.in,approved
Kurukshetra Technological Institute (NIRF Rank #538),Haryana,Kurukshetra,Haryana Technological University,Private Aided,1998,True,www.kurukshetraengg538.edu.in,approved
Kurukshetra Academy of Engineering (NIRF Rank #539),Haryana,Kurukshetra,Haryana Technological University,Central Government,1999,True,www.kurukshetraengg539.edu.in,approved
Patna Institute of Technology and Science (NIRF Rank #540),Bihar,Patna,Bihar Technological University,Private Un-Aided,2000,True,www.patnaengg540.edu.in,approved
Patna College of Engineering and Technology (NIRF Rank #541),Bihar,Patna,Bihar Technological University,State Government,2001,True,www.patnaengg541.edu.in,approved
Patna Engineering College (NIRF Rank #542),Bihar,Patna,Bihar Technological University,Private Aided,2002,True,www.patnaengg542.edu.in,approved
Patna Institute of Engineering and Technology (NIRF Rank #543),Bihar,Patna,Bihar Technological University,Central Government,2003,True,www.patnaengg543.edu.in,approved
Patna School of Engineering (NIRF Rank #544),Bihar,Patna,Bihar Technological University,Private Un-Aided,2004,True,www.patnaengg544.edu.in,approved
Patna Technological Institute (NIRF Rank #545),Bihar,Patna,Bihar Technological University,State Government,2005,True,www.patnaengg545.edu.in,approved
Patna Academy of Engineering (NIRF Rank #546),Bihar,Patna,Bihar Technological University,Private Aided,2006,True,www.patnaengg546.edu.in,approved
Gaya Institute of Technology and Science (NIRF Rank #547),Bihar,Gaya,Bihar Technological University,Central Government,2007,True,www.gayaengg547.edu.in,approved
Gaya College of Engineering and Technology (NIRF Rank #548),Bihar,Gaya,Bihar Technological University,Private Un-Aided,2008,True,www.gayaengg548.edu.in,approved
Gaya Engineering College (NIRF Rank #549),Bihar,Gaya,Bihar Technological University,State Government,2009,True,www.gayaengg549.edu.in,approved
Gaya Institute of Engineering and Technology (NIRF Rank #550),Bihar,Gaya,Bihar Technological University,Private Aided,2010,True,www.gayaengg550.edu.in,approved
Gaya School of Engineering (NIRF Rank #551),Bihar,Gaya,Bihar Technological University,Central Government,2011,True,www.gayaengg551.edu.in,approved
Gaya Technological Institute (NIRF Rank #552),Bihar,Gaya,Bihar Technological University,Private Un-Aided,2012,True,www.gayaengg552.edu.in,approved
Gaya Academy of Engineering (NIRF Rank #553),Bihar,Gaya,Bihar Technological University,State Government,2013,True,www.gayaengg553.edu.in,approved
Muzaffarpur Institute of Technology and Science (NIRF Rank #554),Bihar,Muzaffarpur,Bihar Technological University,Private Aided,2014,True,www.muzaffarpurengg554.edu.in,approved
Muzaffarpur College of Engineering and Technology (NIRF Rank #555),Bihar,Muzaffarpur,Bihar Technological University,Central Government,2015,True,www.muzaffarpurengg555.edu.in,approved
Muzaffarpur Engineering College (NIRF Rank #556),Bihar,Muzaffarpur,Bihar Technological University,Private Un-Aided,2016,True,www.muzaffarpurengg556.edu.in,approved
Muzaffarpur Institute of Engineering and Technology (NIRF Rank #557),Bihar,Muzaffarpur,Bihar Technological University,State Government,2017,True,www.muzaffarpurengg557.edu.in,approved
Muzaffarpur School of Engineering (NIRF Rank #558),Bihar,Muzaffarpur,Bihar Technological University,Private Aided,2018,True,www.muzaffarpurengg558.edu.in,approved
Muzaffarpur Technological Institute (NIRF Rank #559),Bihar,Muzaffarpur,Bihar Technological University,Central Government,2019,True,www.muzaffarpurengg559.edu.in,approved
Muzaffarpur Academy of Engineering (NIRF Rank #560),Bihar,Muzaffarpur,Bihar Technological University,Private Un-Aided,1980,True,www.muzaffarpurengg560.edu.in,approved
